Sur_yr,Cult_id/Hhid/Vdsid,Plot_code,crop,area_acres,yield_kg,sow_date,harvest_date,yield_t_ha,days_to_harvest
2013,IOR13B0042,B,Paddy,1.25,1900.0,2013-05-12,2013-11-18,3.755868544600939,190
2013,IOR13B0045,A,Paddy,1.0,1600.0,2013-03-12,2013-11-11,3.953545836422041,244
2013,IOR13B0048,A,Paddy,1.5,2400.0,2013-04-12,2013-11-23,3.953545836422041,225
2013,IOR13B0049,A,Paddy,0.75,1000.0,2013-08-12,2013-11-30,3.294621530351701,110
2013,IOR13B0052,A,Paddy,1.0,1550.0,2013-08-06,2013-11-26,3.8299975290338524,112
2013,IOR13B0052,E,Paddy,2.0,3000.0,2013-06-18,2013-11-26,3.7064492216456633,161
2013,IOR13B0205,A,Paddy,2.0,2550.0,2013-04-12,2013-11-18,3.1504818383988136,220
2013,IOR13C0004,C,Paddy,1.0,1325.0,2013-06-21,2013-10-11,3.2740301457870027,112
2013,IOR13C0009,A,Paddy,0.4,630.0,2013-06-22,2013-12-11,3.891771682727946,172
2013,IOR13C0031,A,Paddy,0.8,1035.0,2013-12-20,2014-03-27,3.196812453669384,97
2013,IOR13C0035,AA,Paddy,1.0,1320.0,2013-11-24,2014-03-16,3.261675315048184,112
2013,IOR13C0037,A,Paddy,0.48,610.0,2013-11-22,2014-03-14,3.140186146116465,112
2013,IOR13C0039,A,Paddy,0.5,730.0,2013-10-06,2013-11-14,3.6076105757351122,39
2013,IOR13C0048,B,Paddy,3.0,4200.0,2013-06-30,2013-11-28,3.4593526068692864,151
2013,IOR13C0050,A,Paddy,2.0,2429.0,2013-10-06,2013-12-11,3.000988386459105,66
2013,IOR13C0050,B,Paddy,0.15,580.0,2013-06-11,2013-11-14,9.554402438019933,156
2013,IOR13C0050,C,Paddy,2.0,2450.0,2013-06-14,2013-11-14,3.0269335310106253,153
2013,IOR13C0050,D,Paddy,0.33,390.0,2013-06-18,2013-11-18,2.920232720084462,153
2013,IOR13D0008,B,Paddy,0.12,175.0,2013-06-25,2013-11-12,3.603492298822173,140
2013,IOR13D0037,A,Paddy,0.2,272.0,2013-06-25,2013-11-26,3.3605139609587344,154
2013,IOR13D0040,AB,Paddy,0.44,312.0,2013-12-13,2014-03-20,1.7521396320506772,97
2013,IOR13D0040,B,Paddy,0.56,680.0,2013-06-22,2013-11-16,3.000458893713156,147
2013,IOR13D0040,E,Paddy,0.4,544.0,2013-06-18,2013-12-14,3.3605139609587344,179
2013,IOR13D0041,A,Paddy,0.48,500.0,2013-08-07,2013-12-22,2.5739230705872664,137
2013,IOR13D0043,C,Paddy,0.24,272.0,2013-06-22,2013-11-16,2.8004283007989463,147
2013,IOR13D0048,AB,Paddy,0.52,680.0,2013-06-21,2013-11-16,3.2312634239987834,148
2013,IOR13D0048,C,Paddy,0.16,204.0,2013-06-24,2013-11-20,3.1504818383988136,149
2013,IOR13D0050,B,Paddy,1.0,1530.0,2013-06-30,2013-12-18,3.7805782060785766,171
2013,IOR13D0055,A,Paddy,0.48,646.0,2013-06-22,2013-08-12,3.3255086071987483,51
2013,IOR13D0055,CA,Paddy,0.28,413.0,2013-06-25,2013-11-28,3.6446750679515683,156
2013,IOR13D0055,CB,Paddy,0.2,321.0,2013-06-25,2013-11-28,3.9659006671608594,156
