state,district,year,season,crop,area_ha
Tamil Nadu,THE NILGIRIS,1999,Whole Year,Sweet potato,14.0
Tamil Nadu,THE NILGIRIS,1999,Whole Year,Tapioca,2482.0
Tamil Nadu,THE NILGIRIS,1999,Whole Year,Turmeric,25.0
Tamil Nadu,THE NILGIRIS,2000,Kharif,Bajra,4.0
Tamil Nadu,THE NILGIRIS,2000,Kharif,Cotton(lint),5.0
Tamil Nadu,THE NILGIRIS,2000,Kharif,Dry ginger,26.0
Tamil Nadu,THE NILGIRIS,2000,Kharif,Groundnut,26.0
Tamil Nadu,THE NILGIRIS,2000,Kharif,Maize,13.0
Tamil Nadu,THE NILGIRIS,2000,Kharif,Other Cereals & Millets,57.0
Tamil Nadu,THE NILGIRIS,2000,Kharif,Ragi,59.0
Tamil Nadu,THE NILGIRIS,2000,Kharif,Rice,2100.0
Tamil Nadu,THE NILGIRIS,2000,Kharif,Sesamum,11.0
Tamil Nadu,THE NILGIRIS,2000,Kharif,Sunflower,11.0
Tamil Nadu,THE NILGIRIS,2000,Rabi,Wheat,91.0
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Banana,147.0
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Black pepper,637.0
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Cardamom,65.0
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Cashewnut,4.0
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Dry chillies,13.0
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Garlic,175.0
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Potato,1293.0
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Sugarcane,14.0
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Sweet potato,2.0
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Tapioca,91.0
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Tobacco,76.0
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Turmeric,31.0
Tamil Nadu,THE NILGIRIS,2001,Kharif,Groundnut,8.0
Tamil Nadu,THE NILGIRIS,2001,Kharif,Jowar,1.0
Tamil Nadu,THE NILGIRIS,2001,Kharif,Ragi,39.0
Tamil Nadu,THE NILGIRIS,2001,Kharif,Rice,2154.0
Tamil Nadu,THE NILGIRIS,2001,Whole Year,Sugarcane,7.0
Tamil Nadu,THE NILGIRIS,2002,Kharif,Groundnut,9.0
Tamil Nadu,THE NILGIRIS,2002,Kharif,Korra,17.0
Tamil Nadu,THE NILGIRIS,2002,Kharif,Ragi,31.0
Tamil Nadu,THE NILGIRIS,2002,Kharif,Rice,1848.0
Tamil Nadu,THE NILGIRIS,2002,Kharif,Samai,18.0
Tamil Nadu,THE NILGIRIS,2002,Kharif,Sesamum,2.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Apple,1.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Arecanut,174.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Banana,519.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Beans & Mutter(Vegetable),498.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Beet Root,185.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Bitter Gourd,36.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Brinjal,1.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Cabbage,905.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Carrot,1541.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Cauliflower,12.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Citrus Fruit,8.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Cucumber,3.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Dry chillies,75.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Dry ginger,372.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Garlic,81.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Jack Fruit,80.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Lab-Lab,1.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Mango,28.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Orange,75.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Other Fresh Fruits,4.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Other Vegetables,104.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Papaya,1.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Peach,2.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Pear,20.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Pineapple,2.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Plums,4.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Pome Fruit,31.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Potato,1457.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Pump Kin,4.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Redish,116.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Snak Guard,4.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Sugarcane,14.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Sweet potato,3.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Tapioca,102.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Tomato,5.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Turmeric,7.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Turnip,61.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Yam,20.0
Tamil Nadu,THE NILGIRIS,2003,Kharif,Bajra,2.0
Tamil Nadu,THE NILGIRIS,2003,Kharif,Dry ginger,364.0
Tamil Nadu,THE NILGIRIS,2003,Kharif,Groundnut,3.0
Tamil Nadu,THE NILGIRIS,2003,Kharif,Jowar,1.0
Tamil Nadu,THE NILGIRIS,2003,Kharif,Korra,6.0
Tamil Nadu,THE NILGIRIS,2003,Kharif,Other Kharif pulses,1.0
Tamil Nadu,THE NILGIRIS,2003,Kharif,Ragi,1.0
Tamil Nadu,THE NILGIRIS,2003,Kharif,Rice,1635.0
Tamil Nadu,THE NILGIRIS,2003,Kharif,Sesamum,7.0
Tamil Nadu,THE NILGIRIS,2003,Kharif,Small millets,12.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Apple,1.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Arecanut,198.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Banana,314.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Beans & Mutter(Vegetable),424.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Beet Root,53.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Bitter Gourd,14.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Black pepper,2434.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Cabbage,810.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Cardamom,1014.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Carrot,1240.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Cauliflower,52.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Citrus Fruit,12.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Coconut,52.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Coriander,10.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Drum Stick,4.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Dry chillies,11.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Garlic,140.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Jack Fruit,81.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Lab-Lab,1.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Mango,18.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Orange,72.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Other Fresh Fruits,10.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Other Vegetables,182.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Papaya,1.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Peach,2.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Pear,19.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Plums,4.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Pome Fruit,31.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Potato,1720.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Redish,81.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Sweet potato,10.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Tapioca,70.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Turmeric,1.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Yam,13.0
Tamil Nadu,THE NILGIRIS,2004,Kharif,Dry ginger,562.0
Tamil Nadu,THE NILGIRIS,2004,Kharif,Other Kharif pulses,1.0
Tamil Nadu,THE NILGIRIS,2004,Kharif,Rice,1443.0
Tamil Nadu,THE NILGIRIS,2004,Kharif,Sesamum,5.0
Tamil Nadu,THE NILGIRIS,2004,Kharif,Small millets,4.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Arecanut,207.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Banana,545.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Cardamom,1034.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Coconut,60.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Coriander,5.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Dry chillies,11.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Garlic,104.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Onion,1.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Potato,2010.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Sugarcane,11.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Sweet potato,6.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Tapioca,68.0
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Turmeric,6.0
Tamil Nadu,THE NILGIRIS,2005,Kharif,Dry ginger,629.0
Tamil Nadu,THE NILGIRIS,2005,Kharif,Rice,1430.0
Tamil Nadu,THE NILGIRIS,2005,Kharif,Small millets,2.0
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Arecanut,212.0
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Banana,612.0
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Black pepper,2543.0
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Cardamom,1054.0
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Coconut,60.0
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Dry chillies,10.0
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Garlic,78.0
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Potato,1950.0
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Sugarcane,11.0
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Sweet potato,1.0
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Tapioca,58.0
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Turmeric,2.0
Tamil Nadu,THE NILGIRIS,2006,Kharif,Rice,1249.0
Tamil Nadu,THE NILGIRIS,2006,Kharif,Small millets,2.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Arecanut,431.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Banana,801.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Black pepper,2526.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Cardamom,616.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Coconut,74.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Dry chillies,12.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Dry ginger,609.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Garlic,88.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Potato,1957.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Ragi,10.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Sugarcane,10.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Sweet potato,1.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Tapioca,72.0
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Turmeric,9.0
Tamil Nadu,THE NILGIRIS,2007,Kharif,Rice,1110.0
Tamil Nadu,THE NILGIRIS,2007,Kharif,Small millets,2.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Arecanut,272.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Banana,755.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Black pepper,1908.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Cardamom,673.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Coconut,79.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Cotton(lint),5.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Dry chillies,22.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Dry ginger,588.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Garlic,124.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Potato,1540.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Ragi,1.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Small millets,2.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Sugarcane,10.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Tapioca,65.0
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Turmeric,8.0
Tamil Nadu,THE NILGIRIS,2008,Kharif,Rice,775.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Arecanut,291.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Banana,917.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Black pepper,1919.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Cardamom,717.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Coconut,80.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Cotton(lint),6.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Dry chillies,11.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Dry ginger,714.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Garlic,102.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Onion,14.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Potato,1292.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Ragi,1.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Sugarcane,5.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Tapioca,71.0
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Turmeric,9.0
Tamil Nadu,THE NILGIRIS,2009,Kharif,Rice,509.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Arecanut,332.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Banana,1064.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Black pepper,1358.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Cardamom,251.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Coconut,79.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Cotton(lint),5.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Dry chillies,23.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Dry ginger,828.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Garlic,65.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Groundnut,5.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Moong(Green Gram),12.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Onion,1.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Potato,1161.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Ragi,4.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Sweet potato,2.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Tapioca,83.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Turmeric,7.0
Tamil Nadu,THE NILGIRIS,2010,Kharif,Cotton(lint),5.0
Tamil Nadu,THE NILGIRIS,2010,Kharif,Groundnut,3.0
Tamil Nadu,THE NILGIRIS,2010,Kharif,Moong(Green Gram),3.0
Tamil Nadu,THE NILGIRIS,2010,Kharif,Rice,392.0
Tamil Nadu,THE NILGIRIS,2011,Kharif,Cotton(lint),5.0
Tamil Nadu,THE NILGIRIS,2011,Kharif,Rice,399.0
Tamil Nadu,THE NILGIRIS,2011,Kharif,Wheat,4.0
Tamil Nadu,THE NILGIRIS,2011,Whole Year,Arecanut,326.0
Tamil Nadu,THE NILGIRIS,2011,Whole Year,Banana,883.0
Tamil Nadu,THE NILGIRIS,2011,Whole Year,Black pepper,960.0
Tamil Nadu,THE NILGIRIS,2011,Whole Year,Cardamom,1036.0
Tamil Nadu,THE NILGIRIS,2011,Whole Year,Coconut,66.0
Tamil Nadu,THE NILGIRIS,2011,Whole Year,Dry chillies,4.0
Tamil Nadu,THE NILGIRIS,2011,Whole Year,Dry ginger,407.0
Tamil Nadu,THE NILGIRIS,2011,Whole Year,Garlic,185.0
Tamil Nadu,THE NILGIRIS,2011,Whole Year,Potato,1786.0
Tamil Nadu,THE NILGIRIS,2011,Whole Year,Tapioca,55.0
Tamil Nadu,THE NILGIRIS,2011,Whole Year,Turmeric,10.0
Tamil Nadu,THE NILGIRIS,2012,Kharif,Cotton(lint),5.0
Tamil Nadu,THE NILGIRIS,2012,Kharif,Ragi,1.0
Tamil Nadu,THE NILGIRIS,2012,Kharif,Rice,289.0
Tamil Nadu,THE NILGIRIS,2012,Whole Year,Sugarcane,4.0
Tamil Nadu,THE NILGIRIS,2013,Kharif,Cotton(lint),6.0
Tamil Nadu,THE NILGIRIS,2013,Kharif,Groundnut,4.0
Tamil Nadu,THE NILGIRIS,2013,Kharif,Jowar,6.0
Tamil Nadu,THE NILGIRIS,2013,Kharif,Moong(Green Gram),1.0
Tamil Nadu,THE NILGIRIS,2013,Kharif,Potato,1098.0
Tamil Nadu,THE NILGIRIS,2013,Kharif,Rice,328.0
Tamil Nadu,THE NILGIRIS,2013,Rabi,Potato,449.0
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Arecanut,310.0
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Banana,622.0
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Black pepper,1069.0
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Cardamom,979.0
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Coconut,55.0
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Dry chillies,22.0
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Dry ginger,283.0
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Garlic,189.0
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Sugarcane,3.0
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Tapioca,57.0
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Turmeric,15.0
Tamil Nadu,THENI,1997,Kharif,Banana,1970.0
Tamil Nadu,THENI,1997,Kharif,Horse-gram,592.0
Tamil Nadu,THENI,1997,Kharif,Onion,882.0
Tamil Nadu,THENI,1997,Kharif,Sesamum,1738.0
Tamil Nadu,THENI,1997,Kharif,Small millets,716.0
Tamil Nadu,THENI,1997,Kharif,Tobacco,10.0
Tamil Nadu,THENI,1997,Whole Year,Arhar/Tur,6743.0
Tamil Nadu,THENI,1997,Whole Year,Bajra,2975.0
Tamil Nadu,THENI,1997,Whole Year,Banana,4478.0
Tamil Nadu,THENI,1997,Whole Year,Cardamom,1242.0
Tamil Nadu,THENI,1997,Whole Year,Cashewnut,703.0
Tamil Nadu,THENI,1997,Whole Year,Castor seed,48.0
Tamil Nadu,THENI,1997,Whole Year,Coriander,16.0
Tamil Nadu,THENI,1997,Whole Year,Cotton(lint),9320.0
Tamil Nadu,THENI,1997,Whole Year,Dry chillies,239.0
Tamil Nadu,THENI,1997,Whole Year,Groundnut,9833.0
Tamil Nadu,THENI,1997,Whole Year,Jowar,16318.0
Tamil Nadu,THENI,1997,Whole Year,Maize,3204.0
Tamil Nadu,THENI,1997,Whole Year,Moong(Green Gram),1179.0
Tamil Nadu,THENI,1997,Whole Year,Onion,259.0
Tamil Nadu,THENI,1997,Whole Year,Pulses total,13997.0
Tamil Nadu,THENI,1997,Whole Year,Ragi,189.0
Tamil Nadu,THENI,1997,Whole Year,Rice,19833.0
Tamil Nadu,THENI,1997,Whole Year,Sugarcane,9524.0
Tamil Nadu,THENI,1997,Whole Year,Sunflower,498.0
Tamil Nadu,THENI,1997,Whole Year,Sweet potato,14.0
Tamil Nadu,THENI,1997,Whole Year,Tapioca,28.0
Tamil Nadu,THENI,1997,Whole Year,Tobacco,100.0
Tamil Nadu,THENI,1997,Whole Year,Total foodgrain,57273.0
Tamil Nadu,THENI,1997,Whole Year,Turmeric,4.0
Tamil Nadu,THENI,1997,Whole Year,Urad,1214.0
Tamil Nadu,THENI,1998,Kharif,Arhar/Tur,3180.0
Tamil Nadu,THENI,1998,Kharif,Bajra,4761.0
Tamil Nadu,THENI,1998,Kharif,Cotton(lint),8869.0
Tamil Nadu,THENI,1998,Kharif,Groundnut,15859.0
Tamil Nadu,THENI,1998,Kharif,Horse-gram,2412.0
Tamil Nadu,THENI,1998,Kharif,Jowar,20156.0
Tamil Nadu,THENI,1998,Kharif,Maize,7039.0
Tamil Nadu,THENI,1998,Kharif,Moong(Green Gram),4544.0
Tamil Nadu,THENI,1998,Kharif,Pulses total,17264.0
Tamil Nadu,THENI,1998,Kharif,Ragi,146.0
Tamil Nadu,THENI,1998,Kharif,Rice,21747.0
Tamil Nadu,THENI,1998,Kharif,Sesamum,3094.0
Tamil Nadu,THENI,1998,Kharif,Small millets,500.0
Tamil Nadu,THENI,1998,Kharif,Sunflower,3439.0
Tamil Nadu,THENI,1998,Kharif,Total foodgrain,73434.0
Tamil Nadu,THENI,1998,Kharif,Urad,2015.0
Tamil Nadu,THENI,1998,Whole Year,Banana,2377.0
Tamil Nadu,THENI,1998,Whole Year,Cardamom,1207.0
Tamil Nadu,THENI,1998,Whole Year,Cashewnut,1511.0
Tamil Nadu,THENI,1998,Whole Year,Castor seed,575.0
Tamil Nadu,THENI,1998,Whole Year,Coriander,73.0
Tamil Nadu,THENI,1998,Whole Year,Dry chillies,385.0
Tamil Nadu,THENI,1998,Whole Year,Onion,1583.0
Tamil Nadu,THENI,1998,Whole Year,Sugarcane,16133.0
Tamil Nadu,THENI,1998,Whole Year,Sweet potato,5.0
Tamil Nadu,THENI,1998,Whole Year,Tapioca,41.0
Tamil Nadu,THENI,1998,Whole Year,Tobacco,21.0
Tamil Nadu,THENI,1999,Kharif,Arhar/Tur,2607.0
Tamil Nadu,THENI,1999,Kharif,Bajra,10925.0
Tamil Nadu,THENI,1999,Kharif,Castor seed,606.0
Tamil Nadu,THENI,1999,Kharif,Cotton(lint),5847.0
Tamil Nadu,THENI,1999,Kharif,Dry ginger,1.0
Tamil Nadu,THENI,1999,Kharif,Groundnut,9808.0
Tamil Nadu,THENI,1999,Kharif,Horse-gram,2382.0
Tamil Nadu,THENI,1999,Kharif,Jowar,14855.0
Tamil Nadu,THENI,1999,Kharif,Korra,101.0
Tamil Nadu,THENI,1999,Kharif,Maize,16589.0
Tamil Nadu,THENI,1999,Kharif,Moong(Green Gram),3175.0
Tamil Nadu,THENI,1999,Kharif,Ragi,544.0
Tamil Nadu,THENI,1999,Kharif,Rice,20706.0
Tamil Nadu,THENI,1999,Kharif,Sesamum,3190.0
Tamil Nadu,THENI,1999,Kharif,Sunflower,2608.0
Tamil Nadu,THENI,1999,Kharif,Urad,2424.0
Tamil Nadu,THENI,1999,Kharif,Varagu,263.0
Tamil Nadu,THENI,1999,Rabi,Samai,3112.0
Tamil Nadu,THENI,1999,Whole Year,Banana,1970.0
Tamil Nadu,THENI,1999,Whole Year,Black pepper,12.0
Tamil Nadu,THENI,1999,Whole Year,Cardamom,112.0
Tamil Nadu,THENI,1999,Whole Year,Cashewnut,1547.0
Tamil Nadu,THENI,1999,Whole Year,Coriander,47.0
Tamil Nadu,THENI,1999,Whole Year,Dry chillies,420.0
Tamil Nadu,THENI,1999,Whole Year,Guar seed,13515.0
Tamil Nadu,THENI,1999,Whole Year,Onion,882.0
Tamil Nadu,THENI,1999,Whole Year,Sugarcane,13515.0
Tamil Nadu,THENI,1999,Whole Year,Tapioca,19.0
Tamil Nadu,THENI,1999,Whole Year,Tobacco,10.0
Tamil Nadu,THENI,1999,Whole Year,Turmeric,10.0
Tamil Nadu,THENI,2000,Kharif,Arhar/Tur,2216.0
Tamil Nadu,THENI,2000,Kharif,Bajra,7865.0
Tamil Nadu,THENI,2000,Kharif,Castor seed,1031.0
Tamil Nadu,THENI,2000,Kharif,Cotton(lint),9531.0
Tamil Nadu,THENI,2000,Kharif,Groundnut,8402.0
Tamil Nadu,THENI,2000,Kharif,Horse-gram,1234.0
Tamil Nadu,THENI,2000,Kharif,Jowar,16000.0
Tamil Nadu,THENI,2000,Kharif,Maize,15112.0
Tamil Nadu,THENI,2000,Kharif,Moong(Green Gram),4600.0
Tamil Nadu,THENI,2000,Kharif,Other Cereals & Millets,2501.0
Tamil Nadu,THENI,2000,Kharif,Other Kharif pulses,11438.0
Tamil Nadu,THENI,2000,Kharif,Ragi,336.0
Tamil Nadu,THENI,2000,Kharif,Rice,20885.0
Tamil Nadu,THENI,2000,Kharif,Sesamum,3029.0
Tamil Nadu,THENI,2000,Kharif,Sunflower,1693.0
Tamil Nadu,THENI,2000,Kharif,Urad,2376.0
Tamil Nadu,THENI,2000,Whole Year,Banana,1530.0
Tamil Nadu,THENI,2000,Whole Year,Black pepper,24.0
Tamil Nadu,THENI,2000,Whole Year,Cardamom,1222.0
Tamil Nadu,THENI,2000,Whole Year,Cashewnut,2175.0
Tamil Nadu,THENI,2000,Whole Year,Coriander,41.0
Tamil Nadu,THENI,2000,Whole Year,Dry chillies,265.0
Tamil Nadu,THENI,2000,Whole Year,Onion,894.0
Tamil Nadu,THENI,2000,Whole Year,Potato,1.0
Tamil Nadu,THENI,2000,Whole Year,Sugarcane,12673.0
Tamil Nadu,THENI,2000,Whole Year,Tapioca,132.0
Tamil Nadu,THENI,2000,Whole Year,Tobacco,7.0
Tamil Nadu,THENI,2000,Whole Year,Turmeric,1.0
Tamil Nadu,THENI,2001,Kharif,Arhar/Tur,2949.0
Tamil Nadu,THENI,2001,Kharif,Bajra,4099.0
Tamil Nadu,THENI,2001,Kharif,Cotton(lint),5438.0
Tamil Nadu,THENI,2001,Kharif,Groundnut,6485.0
Tamil Nadu,THENI,2001,Kharif,Jowar,9738.0
Tamil Nadu,THENI,2001,Kharif,Moong(Green Gram),176.0
Tamil Nadu,THENI,2001,Kharif,Ragi,174.0
Tamil Nadu,THENI,2001,Kharif,Rice,17422.0
Tamil Nadu,THENI,2001,Kharif,Sesamum,832.0
Tamil Nadu,THENI,2001,Kharif,Sunflower,186.0
Tamil Nadu,THENI,2001,Kharif,Urad,289.0
Tamil Nadu,THENI,2001,Whole Year,Sugarcane,10790.0
Tamil Nadu,THENI,2002,Kharif,Arhar/Tur,2619.0
Tamil Nadu,THENI,2002,Kharif,Bajra,4860.0
